date,close
2018-01-31,10381.6
2018-02-01,10288.8
2018-02-02,9142.28
2018-02-03,9430.75
2018-02-04,9334.87
2018-02-05,8364.84
2018-02-06,7850.7
2018-02-07,8509.11
2018-02-08,8558.77
2018-02-09,8736.98
2018-02-10,9122.55
2018-02-11,8616.13
2018-02-12,8985.92
2018-02-13,8958.47
2018-02-14,9518.54
2018-02-15,10234.8
2018-02-16,10324.1
2018-02-17,11139.5
2018-02-18,11349.8
2018-02-19,11273.8
2018-02-20,11958.5
2018-02-21,11418.5
2018-02-22,11039.1
2018-02-23,10487.3
2018-02-24,10597.2
2018-02-25,9923.22
2018-02-26,10475
2018-02-27,10878.5
2018-02-28,11089.8
2018-03-01,11052.3
2018-03-02,11189
2018-03-03,11528.2
2018-03-04,11512.6
2018-03-05,11704.1
2018-03-06,11500.1
2018-03-07,10929.5
2018-03-08,10147.4
2018-03-09,9466.35
2018-03-10,9531.32
2018-03-11,9711.89
2018-03-12,9937.5
2018-03-13,9470.38
2018-03-14,9355.85
2018-03-15,8428.35
2018-03-16,8585.15
2018-03-17,8346.53
2018-03-18,8245.51
2018-03-19,8675.87
2018-03-20,9051.02
2018-03-21,9177.37
2018-03-22,9100.71
2018-03-23,8879.62
2018-03-24,8996.18
2018-03-25,8682.01
2018-03-26,8530.08
2018-03-27,8232.78
2018-03-28,8122.89
2018-03-29,7994.33
2018-03-30,7276.66
2018-03-31,7207.85
2018-04-01,7060.95
2018-04-02,7135.47
2018-04-03,7530.94
2018-04-04,7469.88
2018-04-05,6933.82
2018-04-06,6857.49
2018-04-07,7050.54
2018-04-08,7111.56
2018-04-09,7178.11
2018-04-10,6872.41
2018-04-11,6968.32
2018-04-12,7899.23
2018-04-13,8183.96
2018-04-14,8140.71
2018-04-15,8338.42
2018-04-16,8371.15
2018-04-17,8285.96
2018-04-18,8197.8
2018-04-19,8298.69
2018-04-20,8880.23
2018-04-21,8997.57
2018-04-22,9001.64
2018-04-23,8958.55
